target_tweet,authentic_reply,STANCE,ACTION,PERSONALNESS,POLITENESS
>kylegriffin1: Reminder: There's still no evidence linking Hunter Biden's alleged wrongdoing to President Biden.,@kylegriffin1 Parody?,OPPOSE,QUESTION,GENERAL,NORMAL
>MarshaBlackburn: Why won’t Biden and Mayorkas build the wall?,@MarshaBlackburn Why won’t you update the laws. Republicans in the legislative branch don’t actually do anything constructive. Complaining on Twitter is not your job. Our immigration laws need to be overhauled. Your branch writes the laws SO DO IT,OPPOSE,COMMAND,GENERAL,NORMAL
">EmeraldRobinson: Luc Montagnier warned you.
Dr. Mike Yeadon warned you.
Dr. Robert Malone warned you.
Dr. Peter McCullough warned you.
Dr. Geert Vanden Bossche warned you.
Steve Kirsch warned you.
Ed Dowd warned you.

Did you listen?","@EmeraldRobinson I didn't know who any of these men were prior to making my decision that I would not take the ""vaccine"" and also deciding that my children wouldn't either.

I am in my 50's, I lost trust for big pharma in the 80's.",OPPOSE,STATEMENT,PERSONAL,NORMAL
">PhilipReichert: Anyone hitching their wagon to Trump’s campaign, at this point, is embracing an inevitable crushing defeat",@PhilipReichert Same could be said to anyone hitching their wagon to Desantis,OPPOSE,STATEMENT,GENERAL,NORMAL
">KellDA: So who is on those indictments besides Trump?

Jeff Clark?
Rudy Giuliani?
Sidney Powell?
Mark Meadows?
Ken Chesebro?
Lindsey Graham?
John Eastman?
Cleta Mitchell?
Jenna Ellis?",@KellDA Marjorie Taylor Greene??,NEUTRAL,QUESTION,GENERAL,NORMAL
">charliekirk11: America has toppled foreign governments for ""assaults on democracy"" less severe than what just happened in Georgia.",@charliekirk11 Maybe you losers should stop committing crimes🙄,OPPOSE,COMMAND,GENERAL,RUDE
">laurenboebert: Most of our government agencies believe they operate without any accountability.

They think they are ABOVE the American people.

That’s not the case. They answer to US!","@laurenboebert Biggs
Jordan
Brooks
Perry
McCarthy
All ignore subpoenas.  It's members of your party that believe they are above the law.",OPPOSE,STATEMENT,GENERAL,NORMAL
">TheRickWilson: I can’t wait to see the co-defendants in the GA indictments.

Everything Trump Touches Dies.",@TheRickWilson Long list …,SUPPORT,STATEMENT,GENERAL,NORMAL
">GuntherEagleman: I have to say,  I have the absolute BEST followers on all of X, and its not even close!!  You all are making a difference in those who's lives have been turned upside down.  Thank you for letting me be a part of it!",@GuntherEagleman 👊,NEUTRAL,REACTION,GENERAL,NORMAL
">DavidCayJ: British television is reporting — inaccurately — that Trump has been indicted in Atlanta.

There has been no announcement of any Fulton County indictment, but you can expect indictments",@DavidCayJ Britian is a few hours ahead of us. Maybe they know something that we don't. 😆,OPPOSE,STATEMENT,GENERAL,NORMAL
">harryjsisson: Wow. A Utah man has been killed during an FBI raid after he made threats against Biden, VP Harris, DA Alvin Bragg and more. This is yet another Trump supporter radicalized by his lies. Trump is dangerous. If he continues to spread his BS, people will get hurt.",@harryjsisson Yet another? Am I missing one?,OPPOSE,QUESTION,GENERAL,NORMAL
">The_Trump_Train: Do you think Black Lives Matter and ANTIFA should be classified as domestic terrorist organizations?

YES or NO? 👇",@The_Trump_Train 💯,SUPPORT,REACTION,GENERAL,NORMAL
>WalshFreedom: All because he was too much of a coward to accept an election loss.,@WalshFreedom If you're not shilling.. you are one ignor@nt MF'er.,OPPOSE,STATEMENT,GENERAL,RUDE
>UPP_Polls: Are you worried about climate change? 🇺🇸,"@UPP_Polls Pollution leads to changes in our ecosystem. We pollute a lot. Therefore, the changes should logically become more and more severe. Which means we’re putting the burden onto our children and their children.

We’re bad parents.",SUPPORT,STATEMENT,GENERAL,NORMAL
">ForestMommy: Why is the government allowed to threaten your life, but you can't threaten the government?",@ForestMommy the government has a monopoly on threats.,OPPOSE,STATEMENT,GENERAL,NORMAL
>disclosetv: JUST IN - Biden asks Congress for another $24 billion for Ukraine.,"@disclosetv The @HouseGOP is going to pass this. It sucks but they are.

To soften the blow and actually accomplish something they should tell Joe that they will give him his $24 billion only if he ends Jack Smith’s political persecution of Donald Trump.

They should do this, but they won’t.",SUPPORT,COMMAND,GENERAL,NORMAL
>Travis_in_Flint: Why hasn’t a single Republican DA brought charges against Biden?,"@Travis_in_Flint This whole political stunt on Trump is just their way of showing that nobody is above the law even a former POTUS…

Except them. Rules for thee but not for me!",OPPOSE,STATEMENT,GENERAL,NORMAL
">SKMorefield: This weird fixation with being ‘loyal’ to a politician is one of the most disturbing political trends I’ve seen in my lifetime. Absolutely bizarre. Politicians work for us, not the other way around. When they cease to be of use, we should discard them like rented mules.","@SKMorefield @tracybeanz just because I point out when someone is making an unfair or unreasonable claim about a politician, doesn't mean I am being loyal to that politician.",OPPOSE,STATEMENT,PERSONAL,NORMAL
">Jim_Jordan: Today’s indictment is just the latest political attack in the Democrats’ WITCH HUNT against President Trump.

He did nothing wrong!",@Jim_Jordan Why are the Republicans doing squat ?,OPPOSE,QUESTION,GENERAL,NORMAL
">BB_Updates: Hisam to Red- The only way this (Reilly staying) would happen is if a Professor defected, and that's not happening #BB25",@BB_Updates Wanna bet….,OPPOSE,QUESTION,GENERAL,NORMAL
">mmpadellan: How much unadulterated corruption does it take to get Supreme Court Justice Clarence Thomas impeached?

Asking for a country losing faith in SCOTUS.","@mmpadellan @Peaceandjvstice #SCOTUSSHAME 
#SCOTUSIsCompromised 
#ReformSCOTUS",SUPPORT,REACTION,GENERAL,NORMAL
">SenRonJohnson: .@US_FDA sabotaged the use of ivermectin by tweeting: ""You are not a horse. You are not a cow...Stop it.""

But when pressed in court, they said: “FDA explicitly recognizes that doctors do have the authority to prescribe ivermectin to treat
COVID.""

How many died needlessly?",@SenRonJohnson @US_FDA The Russian asset who plays a Senator says what?,OPPOSE,STATEMENT,GENERAL,NORMAL
">fasc1nate: Without saying its name, what is a tv show that can be instantly recognized based on one quote?","@fasc1nate No, this is Patrick",NEUTRAL,STATEMENT,GENERAL,NORMAL
">RichardGrenell: Joe Biden is using his power to prosecute Donald Trump so he doesn’t run against him. 

This is Third World tactics.","@RichardGrenell Joe Biden served on the Georgia grand jury? I thought he was at the beach in Delaware. Get your story straight, cheetolickers!",OPPOSE,STATEMENT,GENERAL,RUDE
">POTUS: At a time when some seek to ban books and bury history, we’re making it clear that we can’t just choose to learn what we want to know.
 
We should learn everything – the good, the bad, and the truth of who we are as a nation.
 
That's what great nations do.","@POTUS Can we learn what your family members did to earn all of those millions from Chinese, Russian, and Ukrainian oligarchs and communist party leaders?",OPPOSE,QUESTION,GENERAL,NORMAL
">RepAndyBiggsAZ: FBI Director Wray had a disastrous hearing today.

He confirmed Americans' suspicions of the FBI's rogue behavior. 

My colleagues must join me to defund the FBI, remove Wray, and rebuild the organization from top to bottom.","@RepAndyBiggsAZ He walked all over your ass, baby. I'd say his hearing was only disastrous for the #ReTHUGnicans.",OPPOSE,STATEMENT,GENERAL,RUDE
">RealMattCouch: Brian Kemp should IMMEDIATELY REMOVE DA Fani Willis for tampering with the grand jury in Georgia.   

His office number is  404-656-1776 

Give him a call Patriots!","@RealMattCouch Cope.
THIRTY unindicted co-conspirators.
(People who flipped).
There’s no way Trump is innocent.
Watch the hearings. Carefully.",OPPOSE,COMMAND,GENERAL,NORMAL
">VP: Congress must pass legislation to restore the protections of Roe v. Wade. And when they do, @POTUS will sign it.","@VP @POTUS yeah, no",OPPOSE,STATEMENT,GENERAL,NORMAL
">PressSec: From day one, @POTUS has treated climate change with the urgency it requires.

Against the backdrop of extreme heat we’ve seen across America, President Biden has announced additional actions to protect communities from extreme heat conditions.","@PressSec @POTUS The only one more dumb than your boss is you. But hey, you check all the boxes!",OPPOSE,STATEMENT,GENERAL,RUDE
">elonmusk: Knock, knock … challenge accepted … open the door @finkd","@elonmusk @finkd I accepted the ring card girl position. All on X want to see me so I thought, why not. When’s the date?",SUPPORT,QUESTION,PERSONAL,NORMAL
">catturd2: Hawaii.

“No comment.”

- Joe Biden",@catturd2 He’s focused on Ukraine. Obviously they pay all of our taxes. 🤡,OPPOSE,STATEMENT,GENERAL,NORMAL
>AbrahamHamadeh: It’s simple. Our country will not survive this continuous assault on the rule of law. Any suggestion that the party needs to abandon Trump to make it all go away would only reward the Democrats destructive behavior. It’s time for Republicans to unite behind President Trump.,"@AbrahamHamadeh It was the assault on our democracy that is the issue. The law is the guardrail of our society. You should know better, Abe. I am so happy you are not anyone's AG. Incompetent.",OPPOSE,STATEMENT,PERSONAL,NORMAL
>historyinmemes: What’s the best book of all time?,@historyinmemes War and peace,NEUTRAL,STATEMENT,GENERAL,NORMAL
">MarshaBlackburn: In December of 2020, the Biden transition team and the Secret Service were tipped off about plans to interview Hunter Biden.

The Deep State will do anything to protect Democrats.",@MarshaBlackburn So what are you going to do about it?,OPPOSE,QUESTION,GENERAL,NORMAL
">RepJeffries: What do we want for everyday Americans?

More money in your pocket ✅

More time with your family ✅

More freedom to live your life ✅","@RepJeffries I’m working seven days a week because of congresses policies, ruining the economy and causing record inflation",OPPOSE,STATEMENT,PERSONAL,NORMAL
>charliekirk11: Trump should go to Maui. Bring relief and aid with him. Beat Biden to it. The President will show the way to lead.,"@charliekirk11 You’re basically a sociopath lol. You think Trump should manipulate the public into liking him by going to HELP people? “Beat Biden to it”?

I guess being a good person is just a competition to you.",OPPOSE,STATEMENT,PERSONAL,RUDE
>Rschooley: It would be pretty funny if Lindsey Graham flipped.,@Rschooley Lindsey Graham will always look out for Lindsey Graham.,OPPOSE,STATEMENT,GENERAL,NORMAL
">GuntherEagleman: Clinton and Obama should be the first to be indicted now that precedent is set. 

We just need a conservative AG with a nut sack.","@GuntherEagleman That’s not the way it works. You have to be an outright, blaring corrupt criminal like Trump to be indicted. All you cult members are just his tools.",OPPOSE,COMMAND,GENERAL,RUDE
